title,tags
Atlantis: The Lost Empire,highly qualified crew archaeologist explorer submarine ulysses head deep mystery Animation  Family  Adventure  Science Fiction buena dosmil corta GaryTrousdale MichaelJ.Fox
Lara Croft: Tomb Raider,powerful aristocrat lara croft skilled lost antiquity meet match evil Adventure  Fantasy  Action  Thriller regular dosmil corta SimonWest AngelinaJolie
Dr. Dolittle 2,save animal forest bear archie dr john dolittle home cupid Comedy  Family  Romance  Fantasy regular dosmil corta SteveCarr EddieMurphy
The Fast and the Furious,toretto torettos lapd racer suspected masterminding series bigrig hijacking undercover Action  Crime  Thriller buena dosmil corta RobCohen PaulWalker
A.I. Artificial Intelligence,david machine robotic robot acceptance series unexpected circumstance case cybertronics employee Drama  Science Fiction  Adventure buena dosmil media StevenSpielberg HaleyJoelOsment
The Crimson Rivers,french policeman murder working desecration young girl grave skinhead start Crime  Mystery  Thriller buena dosmil corta MathieuKassovitz JeanReno
Cats & Dogs,dog develops vaccine eliminates tinkle square wideeyed puppy lou canine Comedy  Family regular dosmil corta LawrenceGuterman JeffGoldblum
Scary Movie 2,house movie aim high jinks parodied slasher flick like scream Comedy regular dosmil corta KeenenIvoryWayans AnnaFaris
Suspiria,freiberg germany attend prestigious tan academy american balletdancer suzy bannion Horror buena setentas corta DarioArgento JessicaHarper
Final Fantasy: The Spirits Within,strange dream scientist aki ross struggle dr sid planet aid Adventure  Action  Animation  Fantasy  Science Fiction  Thriller regular dosmil corta HironobuSakaguchi DonaldSutherland
Legally Blonde,campus warner huntington elle blonde stopping sorority hawaiian tropic girl Comedy buena dosmil corta RobertLuketic ReeseWitherspoon
The Score,aging thief hope retire live illgotten wealth young kid convinces Action  Crime  Thriller buena dosmil media FrankOz RobertDeNiro
Coming to America,akeem search queen joined loyal servant friend new zamunda leaf Comedy  Romance buena ochentas corta JohnLandis EddieMurphy
The Land Before Time,search legendary great valley land lush vegetation dinosaur thrive live Animation  Adventure  Family buena ochentas corta DonBluth GabrielDamon
Red Heat,chicago russian policeman forced partner fled georgian drug lord killed Action  Crime regular ochentas corta WalterHill ArnoldSchwarzenegger
Short Circuit,robot number new guest life escape designer newton start bolt Comedy  Family  Science Fiction buena ochentas corta JohnBadham AllySheedy
They Live,downonhisluck construction worker discovers pair special sunglass wearing able scarier Action  Horror  Science Fiction  Thriller buena ochentas corta JohnCarpenter RoddyPiper
Twins,julius vincent low life killed loan perfect result sea island Comedy regular ochentas corta IvanReitman ArnoldSchwarzenegger
Bill & Ted's Excellent Adventure,small town san dimas mile away los angeles dead boy Adventure  Comedy  Science Fiction buena ochentas corta StephenHerek KeanuReeves
Look Who's Talking,james baby mollie single working happy father driver turned think Comedy  Romance regular ochentas corta AmyHeckerling JohnTravolta
Jurassic Park III,fund research dr alan grant accepts large sum money accompany Adventure  Action  Thriller  Science Fiction regular dosmil corta JoeJohnston SamNeill
Ghost World,record collector playing prank best girl try figure graduated high Comedy  Drama buena dosmil corta TerryZwigoff ThoraBirch
Planet of the Apes,spectacular crashlanding uncharted planet brash astronaut leo davidson way home Thriller  Science Fiction  Action  Adventure regular dosmil corta TimBurton MarkWahlberg
Tango & Cash,cash tango crime perret murder going trust thrown prison extremely Action  Adventure  Comedy buena ochentas corta AndreiKonchalovsky SylvesterStallone
The Princess Diaries,awkward bright crown prince choice continuing life francisco teen stepping Comedy  Family  Romance buena dosmil corta GarryMarshall AnneHathaway
Rush Hour 2,lee pair carter counterfeiting american embassy situation agent gang answer Action  Comedy  Crime  Thriller buena dosmil corta BrettRatner ChrisTucker
American Pie 2,decide closer spending summer hold biggest party beach house doesnt Comedy  Romance buena dosmil corta J.B.Rogers JasonBiggs
The Others,house kept child grace face strange event disturbing sensitivity light Horror  Drama  Mystery  Thriller buena dosmil corta AlejandroAmenábar NicoleKidman
Rat Race,tycoon favorite rule film group million jammed people wild monitor Adventure  Comedy buena dosmil corta JerryZucker CubaGoodingJr.
Jay and Silent Bob Strike Back,silent bob learn comicbook alter ego bluntman chronic sold hollywood Comedy buena dosmil corta KevinSmith KevinSmith
Jeepers Creepers,collegeage brother sister body bag sewer near abandoned church investigate Horror  Thriller buena dosmil corta VictorSalva GinaPhilips
Training Day,day job narcotic officer rookie cop work rogue detective isnt Action  Crime  Drama  Thriller buena dosmil media AntoineFuqua DenzelWashington
Zoolander,runway derek zoolander right hansel year face fall male world Comedy buena dosmil corta BenStiller BenStiller
Serendipity,stranger sara jonathan realize genuine chemistry chance love soon year Comedy  Romance buena dosmil corta PeterChelsom JohnCusack
Mulholland Drive,winding mulholland drive render woman amnesic perky hollywoodhopeful search clue Thriller  Drama  Mystery buena dosmil media DavidLynch NaomiWatts
Dirty Harry,harry dubbed scorpio technicality maverick detective determined nail rescuing kidnap Action  Crime  Thriller buena setentas corta DonSiegel ClintEastwood
From Hell,frederick abberline opiumhuffing inspector scotland yard fall ripper identity Horror  Mystery  Thriller buena dosmil media AlbertHughes JohnnyDepp
K-PAX,psychiatrist try help begin doubt patient mental hospital claim far Drama  Science Fiction buena dosmil media IainSoftley JeffBridges
Thir13en Ghosts,ghost house kathy bobby inside evil machine designed devil powered Horror  Thriller regular dosmil corta SteveBeck TonyShalhoub
Donnie Darko,bunny rabbit manipulates commit series escaping bizarre accident troubled teenager Fantasy  Drama  Mystery buena dosmil corta RichardKelly JakeGyllenhaal
The Man Who Wasn't There,wife doris infidelity present chance passion crime punishment set summer Crime  Drama buena dosmil corta JoelCoen BillyBobThornton
"Monsters, Inc.",child afraid james mike wazowski monster earn living uncover world Animation  Comedy  Family buena dosmil corta PeteDocter JohnGoodman
The One,sheriff deputy fight alternate universe version grows stronger kill Action  Science Fiction  Thriller regular dosmil corta JamesWong JetLi
Shallow Hal,woman inner man fall love Comedy  Romance regular dosmil corta BobbyFarrelly GwynethPaltrow
Harry Potter and the Philosopher's Stone,school harry learns powerful power parent death th stair aunt uncle Adventure  Fantasy  Family buena dosmil media ChrisColumbus DanielRadcliffe
Spy Game,muir tom bishop political prisoner sentenced die mission career rescue Action  Crime  Thriller buena dosmil media TonyScott RobertRedford
Behind Enemy Lines,burnett routine reconnaissance mission army led ruthless serbian general save Action  Drama  Thriller  War buena dosmil corta JohnMoore OwenWilson
Ocean's Eleven,danny dannys vega casino reconciling exwife hour parole specialist attempt steal Thriller  Crime buena dosmil corta StevenSoderbergh GeorgeClooney
Amélie,tiny parisian café adorable amélie audrey tautou accidentally discovers gift Comedy  Romance buena dosmil media Jean-PierreJeunet AudreyTautou
Not Another Teen Movie,queen outrageous sendup teen movie gridiron hero john hughes high Comedy regular dosmil corta JoelGallen ChylerLeigh
Vanilla Sky,begin beginning illusion reality life death aames tom cruise wealth good Drama  Mystery  Romance  Science Fiction  Thriller buena dosmil media CameronCrowe TomCruise
The Royal Tenenbaums,estranged family prodigy reunites father Comedy  Drama buena dosmil corta WesAnderson GeneHackman
Kate & Leopold,time leopold kate nobleman forever alter exboyfriend discovers portal showing Comedy  Fantasy  Romance  Science Fiction buena dosmil corta JamesMangold MegRyan
The Lord of the Rings: The Fellowship of the Ring,ring home hand evil doom place fellowship formed hobbit frodo Adventure  Fantasy  Action excelente dosmil media PeterJackson ElijahWood
A Beautiful Mind,help turn nash make world involved alicia alicias code mathematician know Drama  Romance buena dosmil media RonHoward RussellCrowe
Ali,boxer new ali personal professional life face ultimate scene cassius Drama buena dosmil media MichaelMann WillSmith
Black Hawk Down,u ranger elite delta force team attempt kidnap fighting militia Action  History  War buena dosmil media RidleyScott JoshHartnett
I Am Sam,sam leave leaving pro bono turn teach value love problem authority Drama buena dosmil media JessieNelson SeanPenn
Brotherhood of the Wolf,th century france chevalier native american friend gevaudan province investigate Adventure  Horror  Action  History buena dosmil media ChristopheGans SamuelLeBihan
Conan the Destroyer,conan conans princess bodyguard queen hero plan swordandsorcery mortal tracey character Adventure  Fantasy  Action regular ochentas corta RichardFleischer ArnoldSchwarzenegger
48 Hrs.,hardnosed cop reluctantly team wisecracking criminal temporarily paroled order track Thriller  Action  Comedy  Crime  Drama buena ochentas corta WalterHill NickNolte
The Count of Monte Cristo,dantéss life plan marry beautiful plot revenge cleverly insinuating french Action  Adventure  Drama  Thriller buena dosmil media KevinReynolds JimCaviezel
A Walk to Remember,jamie list restless landon carter forced participate school big secret Drama  Romance buena dosmil corta AdamShankman MandyMoore
Collateral Damage,child bombing credited claudio wolf gordon brewer plunged complex dangerous Action  Thriller  Drama regular dosmil corta AndrewDavis ArnoldSchwarzenegger
John Q,john quincy archibald father husband patient hostage hospital list Drama  Thriller  Crime buena dosmil corta NickCassavetes DenzelWashington
Super Troopers,bored occasionally high ineffective vermont state trooper worth governor lose Comedy  Crime  Mystery buena dosmil corta JayChandrasekhar JayChandrasekhar
We Were Soldiers,battle american phase vietnam war Action  History  War buena dosmil media RandallWallace MelGibson
The Time Machine,year future hoping alter event past inventor instead travel th Science Fiction  Adventure  Action regular dosmil corta SimonWells GuyPearce
Ice Age,impending ice age way unlikely ally aim trio Animation  Comedy  Family  Adventure buena dosmil corta ChrisWedge RayRomano
Resident Evil,hell government sends elite military task force contain outbreak alice Horror  Action  Science Fiction buena dosmil corta PaulW.S.Anderson MillaJovovich
Blade II,rare mutation occurred reaper preventing nightmare plague transforming victim unlucky Fantasy  Horror  Action  Thriller buena dosmil corta GuillermodelToro WesleySnipes
Panic Room,room new york altman young daughter sarah play deadly game Crime  Drama  Thriller buena dosmil corta DavidFincher JodieFoster
